#CERTIFICATION_KEY,GENRE_KEY,APPELLATION_KEY,MENTION_KEY,LIEU_KEY,COULEUR_KEY,CEPAGE_KEY,LIBELLE
VINSSANSIG,TRANQ,,,,rouge,,Sans IG Tranquilles Rouge 
VINSSANSIG,TRANQ,,,,rouge,SYR,Sans IG Tranquilles Rouge Syrah
VINSSANSIG,TRANQ,,,,rouge,GRN,Sans IG Tranquilles Rouge Grenache Noir
VINSSANSIG,TRANQ,,,,rouge,CS,Sans IG Tranquilles Rouge Cabernet-Sauvignon
VINSSANSIG,TRANQ,,,,rouge,CIN,Sans IG Tranquilles Rouge Cinsaut
VINSSANSIG,TRANQ,,,,rouge,MER,Sans IG Tranquilles Rouge Merlot
VINSSANSIG,TRANQ,,,,rouge,MOU,Sans IG Tranquilles Rouge Mourvedre
VINSSANSIG,TRANQ,,,,rouge,CEP,Sans IG Tranquilles Rouge Autre
VINSSANSIG,TRANQ,,,,rose,,Sans IG Tranquilles Rosé 
VINSSANSIG,TRANQ,,,,rose,SYR,Sans IG Tranquilles Rosé Syrah
VINSSANSIG,TRANQ,,,,rose,GRN,Sans IG Tranquilles Rosé Grenache Noir
VINSSANSIG,TRANQ,,,,rose,CS,Sans IG Tranquilles Rosé Cabernet-Sauvignon
VINSSANSIG,TRANQ,,,,rose,CIN,Sans IG Tranquilles Rosé Cinsaut
VINSSANSIG,TRANQ,,,,rose,MER,Sans IG Tranquilles Rosé Merlot
VINSSANSIG,TRANQ,,,,rose,MOU,Sans IG Tranquilles Rosé Mourvedre
VINSSANSIG,TRANQ,,,,rose,CEP,Sans IG Tranquilles Rosé Autre
VINSSANSIG,TRANQ,,,,blanc,,Sans IG Tranquilles Blanc 
VINSSANSIG,TRANQ,,,,blanc,ROL,Sans IG Tranquilles Blanc Rolle-Vermentino
VINSSANSIG,TRANQ,,,,blanc,CHA,Sans IG Tranquilles Blanc Chardonnay
VINSSANSIG,TRANQ,,,,blanc,SAU,Sans IG Tranquilles Blanc Sauvignon
VINSSANSIG,TRANQ,,,,blanc,GRB,Sans IG Tranquilles Blanc Grenache blanc
VINSSANSIG,TRANQ,,,,blanc,VIO,Sans IG Tranquilles Blanc Viognier
VINSSANSIG,TRANQ,,,,blanc,MAR,Sans IG Tranquilles Blanc Marsanne
VINSSANSIG,TRANQ,,,,blanc,ROU,Sans IG Tranquilles Blanc Roussanne
VINSSANSIG,TRANQ,,,,blanc,CLA,Sans IG Tranquilles Blanc Clairette
VINSSANSIG,TRANQ,,,,blanc,CEP,Sans IG Tranquilles Blanc Autre
VINSSANSIG,EFF,,,,rouge,,Sans IG Effervescent Rouge 
VINSSANSIG,EFF,,,,rouge,SYR,Sans IG Effervescent Rouge Syrah
VINSSANSIG,EFF,,,,rouge,GRN,Sans IG Effervescent Rouge Grenache Noir
VINSSANSIG,EFF,,,,rouge,CS,Sans IG Effervescent Rouge Cabernet-Sauvignon
VINSSANSIG,EFF,,,,rouge,CIN,Sans IG Effervescent Rouge Cinsaut
VINSSANSIG,EFF,,,,rouge,MER,Sans IG Effervescent Rouge Merlot
VINSSANSIG,EFF,,,,rouge,MOU,Sans IG Effervescent Rouge Mourvedre
VINSSANSIG,EFF,,,,rouge,CEP,Sans IG Effervescent Rouge Autre
VINSSANSIG,EFF,,,,rose,,Sans IG Effervescent Rosé 
VINSSANSIG,EFF,,,,rose,SYR,Sans IG Effervescent Rosé Syrah
VINSSANSIG,EFF,,,,rose,GRN,Sans IG Effervescent Rosé Grenache Noir
VINSSANSIG,EFF,,,,rose,CS,Sans IG Effervescent Rosé Cabernet-Sauvignon
VINSSANSIG,EFF,,,,rose,CIN,Sans IG Effervescent Rosé Cinsaut
VINSSANSIG,EFF,,,,rose,MER,Sans IG Effervescent Rosé Merlot
VINSSANSIG,EFF,,,,rose,MOU,Sans IG Effervescent Rosé Mourvedre
VINSSANSIG,EFF,,,,rose,CEP,Sans IG Effervescent Rosé Autre
VINSSANSIG,EFF,,,,blanc,,Sans IG Effervescent Blanc 
VINSSANSIG,EFF,,,,blanc,ROL,Sans IG Effervescent Blanc Rolle-Vermentino
VINSSANSIG,EFF,,,,blanc,CHA,Sans IG Effervescent Blanc Chardonnay
VINSSANSIG,EFF,,,,blanc,SAU,Sans IG Effervescent Blanc Sauvignon
VINSSANSIG,EFF,,,,blanc,GRB,Sans IG Effervescent Blanc Grenache blanc
VINSSANSIG,EFF,,,,blanc,VIO,Sans IG Effervescent Blanc Viognier
VINSSANSIG,EFF,,,,blanc,MAR,Sans IG Effervescent Blanc Marsanne
VINSSANSIG,EFF,,,,blanc,ROU,Sans IG Effervescent Blanc Roussanne
VINSSANSIG,EFF,,,,blanc,CLA,Sans IG Effervescent Blanc Clairette
VINSSANSIG,EFF,,,,blanc,CEP,Sans IG Effervescent Blanc Autre
VINSSANSIG,N,,,,rouge,,Sans IG VDN Rouge 
VINSSANSIG,N,,,,rouge,MOU,Sans IG VDN Rouge Mourvedre
VINSSANSIG,N,,,,rouge,CEP,Sans IG VDN Rouge Autre
VINSSANSIG,N,,,,rose,,Sans IG VDN Rosé 
VINSSANSIG,N,,,,rose,SYR,Sans IG VDN Rosé Syrah
VINSSANSIG,N,,,,rose,GRN,Sans IG VDN Rosé Grenache Noir
VINSSANSIG,N,,,,rose,CS,Sans IG VDN Rosé Cabernet-Sauvignon
VINSSANSIG,N,,,,rose,CIN,Sans IG VDN Rosé Cinsaut
VINSSANSIG,N,,,,rose,MER,Sans IG VDN Rosé Merlot
VINSSANSIG,N,,,,rose,MOU,Sans IG VDN Rosé Mourvedre
VINSSANSIG,N,,,,rose,CEP,Sans IG VDN Rosé Autre
VINSSANSIG,N,,,,blanc,,Sans IG VDN Blanc 
VINSSANSIG,N,,,,blanc,ROL,Sans IG VDN Blanc Rolle-Vermentino
VINSSANSIG,N,,,,blanc,CHA,Sans IG VDN Blanc Chardonnay
VINSSANSIG,N,,,,blanc,SAU,Sans IG VDN Blanc Sauvignon
VINSSANSIG,N,,,,blanc,GRB,Sans IG VDN Blanc Grenache blanc
VINSSANSIG,N,,,,blanc,VIO,Sans IG VDN Blanc Viognier
VINSSANSIG,N,,,,blanc,MAR,Sans IG VDN Blanc Marsanne
VINSSANSIG,N,,,,blanc,ROU,Sans IG VDN Blanc Roussanne
VINSSANSIG,N,,,,blanc,CLA,Sans IG VDN Blanc Clairette
VINSSANSIG,N,,,,blanc,CEP,Sans IG VDN Blanc Autre
LIE,T,,,,,,LIE TRANQ LIES 
IGP,TRANQ,301,,,rouge,,IGP Tranquilles Gard Rouge 
IGP,TRANQ,301,,,rouge,SYR,IGP Tranquilles Gard Rouge Syrah
IGP,TRANQ,301,,,rouge,GRN,IGP Tranquilles Gard Rouge Grenache Noir
IGP,TRANQ,301,,,rouge,CS,IGP Tranquilles Gard Rouge Cabernet-Sauvignon
IGP,TRANQ,301,,,rouge,CIN,IGP Tranquilles Gard Rouge Cinsaut
IGP,TRANQ,301,,,rouge,MER,IGP Tranquilles Gard Rouge Merlot
IGP,TRANQ,301,,,rouge,MOU,IGP Tranquilles Gard Rouge Mourvedre
IGP,TRANQ,301,,,rouge,MAR,IGP Tranquilles Gard Rouge Marselan
IGP,TRANQ,301,,,rouge,CEP,IGP Tranquilles Gard Rouge Autre
IGP,TRANQ,301,,,rose,,IGP Tranquilles Gard Rosé 
IGP,TRANQ,301,,,rose,SYR,IGP Tranquilles Gard Rosé Syrah
IGP,TRANQ,301,,,rose,GRN,IGP Tranquilles Gard Rosé Grenache Noir
IGP,TRANQ,301,,,rose,CS,IGP Tranquilles Gard Rosé Cabernet-Sauvignon
IGP,TRANQ,301,,,rose,CIN,IGP Tranquilles Gard Rosé Cinsaut
IGP,TRANQ,301,,,rose,MER,IGP Tranquilles Gard Rosé Merlot
IGP,TRANQ,301,,,rose,MOU,IGP Tranquilles Gard Rosé Mourvedre
IGP,TRANQ,301,,,rose,MAR,IGP Tranquilles Gard Rosé Marselan
IGP,TRANQ,301,,,rose,GRG,IGP Tranquilles Gard Rosé Grenache Gris
IGP,TRANQ,301,,,rose,CEP,IGP Tranquilles Gard Rosé Autre
IGP,TRANQ,301,,,blanc,,IGP Tranquilles Gard Blanc 
IGP,TRANQ,301,,,blanc,ROL,IGP Tranquilles Gard Blanc Rolle-Vermentino
IGP,TRANQ,301,,,blanc,CHA,IGP Tranquilles Gard Blanc Chardonnay
IGP,TRANQ,301,,,blanc,SAU,IGP Tranquilles Gard Blanc Sauvignon
IGP,TRANQ,301,,,blanc,GRB,IGP Tranquilles Gard Blanc Grenache blanc
IGP,TRANQ,301,,,blanc,VIO,IGP Tranquilles Gard Blanc Viognier
IGP,TRANQ,301,,,blanc,MAR,IGP Tranquilles Gard Blanc Marsanne
IGP,TRANQ,301,,,blanc,ROU,IGP Tranquilles Gard Blanc Roussanne
IGP,TRANQ,301,,,blanc,CLA,IGP Tranquilles Gard Blanc Clairette
IGP,TRANQ,301,,,blanc,MUH,IGP Tranquilles Gard Blanc Muscat de HAMBOURG
IGP,TRANQ,301,,,blanc,CEP,IGP Tranquilles Gard Blanc Autre
IGP,TRANQ,236,,,rouge,,IGP Tranquilles Duche d'Uzes Rouge 
IGP,TRANQ,236,,,rouge,SYR,IGP Tranquilles Duche d'Uzes Rouge Syrah
IGP,TRANQ,236,,,rouge,GRN,IGP Tranquilles Duche d'Uzes Rouge Grenache Noir
IGP,TRANQ,236,,,rouge,CS,IGP Tranquilles Duche d'Uzes Rouge Cabernet-Sauvignon
IGP,TRANQ,236,,,rouge,CIN,IGP Tranquilles Duche d'Uzes Rouge Cinsaut
IGP,TRANQ,236,,,rouge,MER,IGP Tranquilles Duche d'Uzes Rouge Merlot
IGP,TRANQ,236,,,rouge,MOU,IGP Tranquilles Duche d'Uzes Rouge Mourvedre
IGP,TRANQ,236,,,rouge,MAR,IGP Tranquilles Duche d'Uzes Rouge Marselan
IGP,TRANQ,236,,,rouge,CEP,IGP Tranquilles Duche d'Uzes Rouge Autre
IGP,TRANQ,236,,,rose,,IGP Tranquilles Duche d'Uzes Rosé 
IGP,TRANQ,236,,,rose,SYR,IGP Tranquilles Duche d'Uzes Rosé Syrah
IGP,TRANQ,236,,,rose,GRN,IGP Tranquilles Duche d'Uzes Rosé Grenache Noir
IGP,TRANQ,236,,,rose,CS,IGP Tranquilles Duche d'Uzes Rosé Cabernet-Sauvignon
IGP,TRANQ,236,,,rose,CIN,IGP Tranquilles Duche d'Uzes Rosé Cinsaut
IGP,TRANQ,236,,,rose,MER,IGP Tranquilles Duche d'Uzes Rosé Merlot
IGP,TRANQ,236,,,rose,MOU,IGP Tranquilles Duche d'Uzes Rosé Mourvedre
IGP,TRANQ,236,,,rose,MAR,IGP Tranquilles Duche d'Uzes Rosé Marselan
IGP,TRANQ,236,,,rose,GRG,IGP Tranquilles Duche d'Uzes Rosé Grenache Gris
IGP,TRANQ,236,,,rose,CEP,IGP Tranquilles Duche d'Uzes Rosé Autre
IGP,TRANQ,236,,,blanc,,IGP Tranquilles Duche d'Uzes Blanc 
IGP,TRANQ,236,,,blanc,ROL,IGP Tranquilles Duche d'Uzes Blanc Rolle-Vermentino
IGP,TRANQ,236,,,blanc,CHA,IGP Tranquilles Duche d'Uzes Blanc Chardonnay
IGP,TRANQ,236,,,blanc,SAU,IGP Tranquilles Duche d'Uzes Blanc Sauvignon
IGP,TRANQ,236,,,blanc,GRB,IGP Tranquilles Duche d'Uzes Blanc Grenache blanc
IGP,TRANQ,236,,,blanc,VIO,IGP Tranquilles Duche d'Uzes Blanc Viognier
IGP,TRANQ,236,,,blanc,MAR,IGP Tranquilles Duche d'Uzes Blanc Marsanne
IGP,TRANQ,236,,,blanc,ROU,IGP Tranquilles Duche d'Uzes Blanc Roussanne
IGP,TRANQ,236,,,blanc,CLA,IGP Tranquilles Duche d'Uzes Blanc Clairette
IGP,TRANQ,236,,,blanc,MUH,IGP Tranquilles Duche d'Uzes Blanc Muscat de HAMBOURG
IGP,TRANQ,236,,,blanc,CEP,IGP Tranquilles Duche d'Uzes Blanc Autre
IGP,TRANQ,302,,,rouge,,IGP Tranquilles Cevennes Rouge 
IGP,TRANQ,302,,,rouge,SYR,IGP Tranquilles Cevennes Rouge Syrah
IGP,TRANQ,302,,,rouge,GRN,IGP Tranquilles Cevennes Rouge Grenache Noir
IGP,TRANQ,302,,,rouge,CS,IGP Tranquilles Cevennes Rouge Cabernet-Sauvignon
IGP,TRANQ,302,,,rouge,CIN,IGP Tranquilles Cevennes Rouge Cinsaut
IGP,TRANQ,302,,,rouge,MER,IGP Tranquilles Cevennes Rouge Merlot
IGP,TRANQ,302,,,rouge,MOU,IGP Tranquilles Cevennes Rouge Mourvedre
IGP,TRANQ,302,,,rouge,CEP,IGP Tranquilles Cevennes Rouge Autre
IGP,TRANQ,302,,,rose,,IGP Tranquilles Cevennes Rosé 
IGP,TRANQ,302,,,rose,SYR,IGP Tranquilles Cevennes Rosé Syrah
IGP,TRANQ,302,,,rose,GRN,IGP Tranquilles Cevennes Rosé Grenache Noir
IGP,TRANQ,302,,,rose,CS,IGP Tranquilles Cevennes Rosé Cabernet-Sauvignon
IGP,TRANQ,302,,,rose,CIN,IGP Tranquilles Cevennes Rosé Cinsaut
IGP,TRANQ,302,,,rose,MER,IGP Tranquilles Cevennes Rosé Merlot
IGP,TRANQ,302,,,rose,MOU,IGP Tranquilles Cevennes Rosé Mourvedre
IGP,TRANQ,302,,,rose,GRG,IGP Tranquilles Cevennes Rosé Grenache Gris
IGP,TRANQ,302,,,rose,CEP,IGP Tranquilles Cevennes Rosé Autre
IGP,TRANQ,302,,,blanc,,IGP Tranquilles Cevennes Blanc 
IGP,TRANQ,302,,,blanc,ROL,IGP Tranquilles Cevennes Blanc Rolle-Vermentino
IGP,TRANQ,302,,,blanc,CHA,IGP Tranquilles Cevennes Blanc Chardonnay
IGP,TRANQ,302,,,blanc,SAU,IGP Tranquilles Cevennes Blanc Sauvignon
IGP,TRANQ,302,,,blanc,GRB,IGP Tranquilles Cevennes Blanc Grenache blanc
IGP,TRANQ,302,,,blanc,VIO,IGP Tranquilles Cevennes Blanc Viognier
IGP,TRANQ,302,,,blanc,MAR,IGP Tranquilles Cevennes Blanc Marsanne
IGP,TRANQ,302,,,blanc,ROU,IGP Tranquilles Cevennes Blanc Roussanne
IGP,TRANQ,302,,,blanc,CLA,IGP Tranquilles Cevennes Blanc Clairette
IGP,TRANQ,302,,,blanc,MUH,IGP Tranquilles Cevennes Blanc Muscat de HAMBOURG
IGP,TRANQ,302,,,blanc,CEP,IGP Tranquilles Cevennes Blanc Autre
IGP,TRANQ,,,,rouge,,IGP Tranquilles Sable du Golfe du Lion Rouge 
IGP,TRANQ,,,,rouge,SYR,IGP Tranquilles Sable du Golfe du Lion Rouge Syrah
IGP,TRANQ,,,,rouge,GRN,IGP Tranquilles Sable du Golfe du Lion Rouge Grenache Noir
IGP,TRANQ,,,,rouge,CS,IGP Tranquilles Sable du Golfe du Lion Rouge Cabernet-Sauvignon
IGP,TRANQ,,,,rouge,CIN,IGP Tranquilles Sable du Golfe du Lion Rouge Cinsaut
IGP,TRANQ,,,,rouge,MER,IGP Tranquilles Sable du Golfe du Lion Rouge Merlot
IGP,TRANQ,,,,rouge,MOU,IGP Tranquilles Sable du Golfe du Lion Rouge Mourvedre
IGP,TRANQ,,,,rouge,CEP,IGP Tranquilles Sable du Golfe du Lion Rouge Autre
IGP,TRANQ,,,,rose,,IGP Tranquilles Sable du Golfe du Lion Rosé 
IGP,TRANQ,,,,rose,SYR,IGP Tranquilles Sable du Golfe du Lion Rosé Syrah
IGP,TRANQ,,,,rose,GRN,IGP Tranquilles Sable du Golfe du Lion Rosé Grenache Noir
IGP,TRANQ,,,,rose,CS,IGP Tranquilles Sable du Golfe du Lion Rosé Cabernet-Sauvignon
IGP,TRANQ,,,,rose,CIN,IGP Tranquilles Sable du Golfe du Lion Rosé Cinsaut
IGP,TRANQ,,,,rose,MER,IGP Tranquilles Sable du Golfe du Lion Rosé Merlot
IGP,TRANQ,,,,rose,MOU,IGP Tranquilles Sable du Golfe du Lion Rosé Mourvedre
IGP,TRANQ,,,,rose,CEP,IGP Tranquilles Sable du Golfe du Lion Rosé Autre
IGP,TRANQ,,,,blanc,,IGP Tranquilles Sable du Golfe du Lion Blanc 
IGP,TRANQ,,,,blanc,ROL,IGP Tranquilles Sable du Golfe du Lion Blanc Rolle-Vermentino
IGP,TRANQ,,,,blanc,CHA,IGP Tranquilles Sable du Golfe du Lion Blanc Chardonnay
IGP,TRANQ,,,,blanc,SAU,IGP Tranquilles Sable du Golfe du Lion Blanc Sauvignon
IGP,TRANQ,,,,blanc,GRB,IGP Tranquilles Sable du Golfe du Lion Blanc Grenache blanc
IGP,TRANQ,,,,blanc,VIO,IGP Tranquilles Sable du Golfe du Lion Blanc Viognier
IGP,TRANQ,,,,blanc,MAR,IGP Tranquilles Sable du Golfe du Lion Blanc Marsanne
IGP,TRANQ,,,,blanc,ROU,IGP Tranquilles Sable du Golfe du Lion Blanc Roussanne
IGP,TRANQ,,,,blanc,MPG,IGP Tranquilles Sable du Golfe du Lion Blanc Muscat é petits grains
IGP,TRANQ,,,,blanc,CEP,IGP Tranquilles Sable du Golfe du Lion Blanc Autre
IGP,TRANQ,307,,,rouge,,IGP Tranquilles Sables de Camargues Rouge 
IGP,TRANQ,307,,,rouge,SYR,IGP Tranquilles Sables de Camargues Rouge Syrah
IGP,TRANQ,307,,,rouge,GRN,IGP Tranquilles Sables de Camargues Rouge Grenache Noir
IGP,TRANQ,307,,,rouge,CS,IGP Tranquilles Sables de Camargues Rouge Cabernet-Sauvignon
IGP,TRANQ,307,,,rouge,CIN,IGP Tranquilles Sables de Camargues Rouge Cinsaut
IGP,TRANQ,307,,,rouge,MER,IGP Tranquilles Sables de Camargues Rouge Merlot
IGP,TRANQ,307,,,rouge,MOU,IGP Tranquilles Sables de Camargues Rouge Mourvedre
IGP,TRANQ,307,,,rouge,CEP,IGP Tranquilles Sables de Camargues Rouge Autre
IGP,TRANQ,307,,,rose,,IGP Tranquilles Sables de Camargues Rosé 
IGP,TRANQ,307,,,rose,SYR,IGP Tranquilles Sables de Camargues Rosé Syrah
IGP,TRANQ,307,,,rose,GRN,IGP Tranquilles Sables de Camargues Rosé Grenache Noir
IGP,TRANQ,307,,,rose,CS,IGP Tranquilles Sables de Camargues Rosé Cabernet-Sauvignon
IGP,TRANQ,307,,,rose,CIN,IGP Tranquilles Sables de Camargues Rosé Cinsaut
IGP,TRANQ,307,,,rose,MER,IGP Tranquilles Sables de Camargues Rosé Merlot
IGP,TRANQ,307,,,rose,MOU,IGP Tranquilles Sables de Camargues Rosé Mourvedre
IGP,TRANQ,307,,,rose,CEP,IGP Tranquilles Sables de Camargues Rosé Autre
IGP,TRANQ,307,,,blanc,,IGP Tranquilles Sables de Camargues Blanc 
IGP,TRANQ,307,,,blanc,ROL,IGP Tranquilles Sables de Camargues Blanc Rolle-Vermentino
IGP,TRANQ,307,,,blanc,CHA,IGP Tranquilles Sables de Camargues Blanc Chardonnay
IGP,TRANQ,307,,,blanc,SAU,IGP Tranquilles Sables de Camargues Blanc Sauvignon
IGP,TRANQ,307,,,blanc,GRB,IGP Tranquilles Sables de Camargues Blanc Grenache blanc
IGP,TRANQ,307,,,blanc,VIO,IGP Tranquilles Sables de Camargues Blanc Viognier
IGP,TRANQ,307,,,blanc,MAR,IGP Tranquilles Sables de Camargues Blanc Marsanne
IGP,TRANQ,307,,,blanc,ROU,IGP Tranquilles Sables de Camargues Blanc Roussanne
IGP,TRANQ,307,,,blanc,MPG,IGP Tranquilles Sables de Camargues Blanc Muscat é petits grains
IGP,TRANQ,307,,,blanc,CEP,IGP Tranquilles Sables de Camargues Blanc Autre
IGP,TRANQ,305,,,rouge,,IGP Tranquilles Coteaux du Pont du Gard Rouge 
IGP,TRANQ,305,,,rouge,SYR,IGP Tranquilles Coteaux du Pont du Gard Rouge Syrah
IGP,TRANQ,305,,,rouge,GRN,IGP Tranquilles Coteaux du Pont du Gard Rouge Grenache Noir
IGP,TRANQ,305,,,rouge,CS,IGP Tranquilles Coteaux du Pont du Gard Rouge Cabernet-Sauvignon
IGP,TRANQ,305,,,rouge,CIN,IGP Tranquilles Coteaux du Pont du Gard Rouge Cinsaut
IGP,TRANQ,305,,,rouge,MER,IGP Tranquilles Coteaux du Pont du Gard Rouge Merlot
IGP,TRANQ,305,,,rouge,MOU,IGP Tranquilles Coteaux du Pont du Gard Rouge Mourvedre
IGP,TRANQ,305,,,rouge,MAR,IGP Tranquilles Coteaux du Pont du Gard Rouge Marselan
IGP,TRANQ,305,,,rouge,CEP,IGP Tranquilles Coteaux du Pont du Gard Rouge Autre
IGP,TRANQ,305,,,rose,,IGP Tranquilles Coteaux du Pont du Gard Rosé 
IGP,TRANQ,305,,,rose,SYR,IGP Tranquilles Coteaux du Pont du Gard Rosé Syrah
IGP,TRANQ,305,,,rose,GRN,IGP Tranquilles Coteaux du Pont du Gard Rosé Grenache Noir
IGP,TRANQ,305,,,rose,CS,IGP Tranquilles Coteaux du Pont du Gard Rosé Cabernet-Sauvignon
IGP,TRANQ,305,,,rose,CIN,IGP Tranquilles Coteaux du Pont du Gard Rosé Cinsaut
IGP,TRANQ,305,,,rose,MER,IGP Tranquilles Coteaux du Pont du Gard Rosé Merlot
IGP,TRANQ,305,,,rose,MOU,IGP Tranquilles Coteaux du Pont du Gard Rosé Mourvedre
IGP,TRANQ,305,,,rose,GRG,IGP Tranquilles Coteaux du Pont du Gard Rosé Grenache Gris
IGP,TRANQ,305,,,rose,CEP,IGP Tranquilles Coteaux du Pont du Gard Rosé Autre
IGP,TRANQ,305,,,blanc,,IGP Tranquilles Coteaux du Pont du Gard Blanc 
IGP,TRANQ,305,,,blanc,ROL,IGP Tranquilles Coteaux du Pont du Gard Blanc Rolle-Vermentino
IGP,TRANQ,305,,,blanc,CHA,IGP Tranquilles Coteaux du Pont du Gard Blanc Chardonnay
IGP,TRANQ,305,,,blanc,SAU,IGP Tranquilles Coteaux du Pont du Gard Blanc Sauvignon
IGP,TRANQ,305,,,blanc,GRB,IGP Tranquilles Coteaux du Pont du Gard Blanc Grenache blanc
IGP,TRANQ,305,,,blanc,VIO,IGP Tranquilles Coteaux du Pont du Gard Blanc Viognier
IGP,TRANQ,305,,,blanc,MAR,IGP Tranquilles Coteaux du Pont du Gard Blanc Marsanne
IGP,TRANQ,305,,,blanc,ROU,IGP Tranquilles Coteaux du Pont du Gard Blanc Roussanne
IGP,TRANQ,305,,,blanc,CLA,IGP Tranquilles Coteaux du Pont du Gard Blanc Clairette
IGP,TRANQ,305,,,blanc,MUH,IGP Tranquilles Coteaux du Pont du Gard Blanc Muscat de HAMBOURG
IGP,TRANQ,305,,,blanc,CEP,IGP Tranquilles Coteaux du Pont du Gard Blanc Autre
IGP,TRANQ,IGP,,,rouge,CS,IGP Tranquilles Autre IGP Rouge Cabernet-Sauvignon
IGP,TRANQ,IGP,,,rouge,CIN,IGP Tranquilles Autre IGP Rouge Cinsaut
IGP,TRANQ,IGP,,,rouge,MER,IGP Tranquilles Autre IGP Rouge Merlot
IGP,TRANQ,IGP,,,rouge,MOU,IGP Tranquilles Autre IGP Rouge Mourvedre
IGP,TRANQ,IGP,,,rouge,MAR,IGP Tranquilles Autre IGP Rouge Marselan
AOP,TRANQ,CP,,FRE,rouge,,AOP Tranquilles Cétes de Provence Fréjus Rouge 
AOP,TRANQ,CP,,FRE,rose,,AOP Tranquilles Cétes de Provence Fréjus Rosé 
AOP,TRANQ,CP,,SVI,rouge,,AOP Tranquilles Cétes de Provence Sainte Victoire Rouge 
AOP,TRANQ,CP,,SVI,rose,,AOP Tranquilles Cétes de Provence Sainte Victoire Rosé 
AOP,TRANQ,CP,,LLO,rouge,,AOP Tranquilles Cétes de Provence La Londe Rouge 
AOP,TRANQ,CP,,LLO,rose,,AOP Tranquilles Cétes de Provence La Londe Rosé 
AOP,TRANQ,CP,,,rouge,,AOP Tranquilles Cétes de Provence Rouge 
AOP,TRANQ,CP,,,rose,,AOP Tranquilles Cétes de Provence Rosé 
AOP,TRANQ,CP,,,blanc,ROL,AOP Tranquilles Cétes de Provence Blanc Rolle-Vermentino
AOP,TRANQ,CP,,,blanc,,AOP Tranquilles Cétes de Provence Blanc 
AOP,TRANQ,CP,,PIE,rouge,,AOP Tranquilles Cétes de Provence Pierrefeu Rouge 
AOP,TRANQ,CP,,PIE,rose,,AOP Tranquilles Cétes de Provence Pierrefeu Rosé 
AOP,TRANQ,CAP,,,rouge,,AOP Tranquilles Coteaux d'Aix en Provence Rouge 
AOP,TRANQ,CAP,,,rose,,AOP Tranquilles Coteaux d'Aix en Provence Rosé 
AOP,TRANQ,CAP,,,blanc,,AOP Tranquilles Coteaux d'Aix en Provence Blanc 
AOP,TRANQ,CVP,,,rouge,,AOP Tranquilles Coteaux Varois en Provence Rouge 
AOP,TRANQ,CVP,,,rose,,AOP Tranquilles Coteaux Varois en Provence Rosé 
AOP,TRANQ,CVP,,,blanc,,AOP Tranquilles Coteaux Varois en Provence Blanc 
AOP,TRANQ,BAN,,,rouge,,AOP Tranquilles Bandol Rouge 
AOP,TRANQ,BAN,,,rose,,AOP Tranquilles Bandol Rosé 
AOP,TRANQ,BAN,,,blanc,,AOP Tranquilles Bandol Blanc 
AOP,TRANQ,CAS,,,rouge,,AOP Tranquilles Cassis Rouge 
AOP,TRANQ,CAS,,,rose,,AOP Tranquilles Cassis Rosé 
AOP,TRANQ,CAS,,,blanc,,AOP Tranquilles Cassis Blanc 
AOP,TRANQ,BAU,,,rouge,,AOP Tranquilles Baux de Provence Rouge 
AOP,TRANQ,BAU,,,rose,,AOP Tranquilles Baux de Provence Rosé 
AOP,TRANQ,BAU,,,blanc,,AOP Tranquilles Baux de Provence Blanc 
AOP,TRANQ,BEL,,,rouge,,AOP Tranquilles Bellet Rouge 
AOP,TRANQ,BEL,,,rose,,AOP Tranquilles Bellet Rosé 
AOP,TRANQ,BEL,,,blanc,,AOP Tranquilles Bellet Blanc 
AOP,TRANQ,PAL,,,rouge,,AOP Tranquilles Palette Rouge 
AOP,TRANQ,PAL,,,rose,,AOP Tranquilles Palette Rosé 
AOP,TRANQ,PAL,,,blanc,,AOP Tranquilles Palette Blanc 
IGP,TRANQ,D83,,,rouge,,IGP Tranquilles Var Rouge 
IGP,TRANQ,D83,,,rouge,SYR,IGP Tranquilles Var Rouge Syrah
IGP,TRANQ,D83,,,rouge,GRN,IGP Tranquilles Var Rouge Grenache Noir
IGP,TRANQ,D83,,,rouge,CS,IGP Tranquilles Var Rouge Cabernet-Sauvignon
IGP,TRANQ,D83,,,rouge,CIN,IGP Tranquilles Var Rouge Cinsaut
IGP,TRANQ,D83,,,rouge,MER,IGP Tranquilles Var Rouge Merlot
IGP,TRANQ,D83,,,rouge,MOU,IGP Tranquilles Var Rouge Mourvedre
IGP,TRANQ,D83,,,rouge,CEP,IGP Tranquilles Var Rouge Autre
IGP,TRANQ,D83,,,rose,,IGP Tranquilles Var Rosé 
IGP,TRANQ,D83,,,rose,SYR,IGP Tranquilles Var Rosé Syrah
IGP,TRANQ,D83,,,rose,GRN,IGP Tranquilles Var Rosé Grenache Noir
IGP,TRANQ,D83,,,rose,CS,IGP Tranquilles Var Rosé Cabernet-Sauvignon
IGP,TRANQ,D83,,,rose,CIN,IGP Tranquilles Var Rosé Cinsaut
IGP,TRANQ,D83,,,rose,MER,IGP Tranquilles Var Rosé Merlot
IGP,TRANQ,D83,,,rose,MOU,IGP Tranquilles Var Rosé Mourvedre
IGP,TRANQ,D83,,,rose,CEP,IGP Tranquilles Var Rosé Autre
IGP,TRANQ,D83,,,blanc,,IGP Tranquilles Var Blanc 
