#CERTIFICATION_KEY,GENRE_KEY,APPELLATION_KEY,MENTION_KEY,LIEU_KEY,COULEUR_KEY,CEPAGE_KEY,LIBELLE
IGP,EFF,CTR,,,blanc,SAU,IGP Effervescent Comté Rhodanien Blanc Sauvignon
IGP,EFF,CTR,,,blanc,GRB,IGP Effervescent Comté Rhodanien Blanc Grenache Blanc
IGP,EFF,CTR,,,blanc,VIO,IGP Effervescent Comté Rhodanien Blanc Viognier
IGP,EFF,CTR,,,blanc,MAR,IGP Effervescent Comté Rhodanien Blanc Marsanne
IGP,EFF,CTR,,,blanc,ROU,IGP Effervescent Comté Rhodanien Blanc Roussanne
IGP,EFF,CTR,,,blanc,CLA,IGP Effervescent Comté Rhodanien Blanc Clairette
IGP,EFF,CTR,,,blanc,MUH,IGP Effervescent Comté Rhodanien Blanc Muscat de HAMBOURG
IGP,EFF,CTR,,,blanc,CEP,IGP Effervescent Comté Rhodanien Blanc Autre
IGP,EFF,D13,,,rouge,,IGP Effervescent Bouches-du-Rhéne Rouge 
IGP,EFF,D13,,,rouge,SYR,IGP Effervescent Bouches-du-Rhéne Rouge Syrah
IGP,EFF,D13,,,rouge,GRN,IGP Effervescent Bouches-du-Rhéne Rouge Grenache Noir
IGP,EFF,D13,,,rouge,CS,IGP Effervescent Bouches-du-Rhéne Rouge Cabernet-Sauvignon
IGP,EFF,D13,,,rouge,CIN,IGP Effervescent Bouches-du-Rhéne Rouge Cinsaut
IGP,EFF,D13,,,rouge,MER,IGP Effervescent Bouches-du-Rhéne Rouge Merlot
IGP,EFF,D13,,,rouge,MOU,IGP Effervescent Bouches-du-Rhéne Rouge Mourvedre
IGP,EFF,D13,,,rouge,MAR,IGP Effervescent Bouches-du-Rhéne Rouge Marselan
IGP,EFF,D13,,,rouge,CEP,IGP Effervescent Bouches-du-Rhéne Rouge Autre
IGP,EFF,D13,,,rose,,IGP Effervescent Bouches-du-Rhéne Rosé 
IGP,EFF,D13,,,rose,SYR,IGP Effervescent Bouches-du-Rhéne Rosé Syrah
IGP,EFF,D13,,,rose,GRN,IGP Effervescent Bouches-du-Rhéne Rosé Grenache Noir
IGP,EFF,D13,,,rose,CS,IGP Effervescent Bouches-du-Rhéne Rosé Cabernet-Sauvignon
IGP,EFF,D13,,,rose,CIN,IGP Effervescent Bouches-du-Rhéne Rosé Cinsaut
IGP,EFF,D13,,,rose,MER,IGP Effervescent Bouches-du-Rhéne Rosé Merlot
IGP,EFF,D13,,,rose,MOU,IGP Effervescent Bouches-du-Rhéne Rosé Mourvedre
IGP,EFF,D13,,,rose,GRG,IGP Effervescent Bouches-du-Rhéne Rosé Grenache Gris
IGP,EFF,D13,,,rose,CEP,IGP Effervescent Bouches-du-Rhéne Rosé Autre
IGP,EFF,D13,,,blanc,,IGP Effervescent Bouches-du-Rhéne Blanc 
IGP,EFF,D13,,,blanc,ROL,IGP Effervescent Bouches-du-Rhéne Blanc Rolle-Vermentino
IGP,EFF,D13,,,blanc,CHA,IGP Effervescent Bouches-du-Rhéne Blanc Chardonnay
IGP,EFF,D13,,,blanc,SAU,IGP Effervescent Bouches-du-Rhéne Blanc Sauvignon
IGP,EFF,D13,,,blanc,GRB,IGP Effervescent Bouches-du-Rhéne Blanc Grenache Blanc
IGP,EFF,D13,,,blanc,VIO,IGP Effervescent Bouches-du-Rhéne Blanc Viognier
IGP,EFF,D13,,,blanc,MAR,IGP Effervescent Bouches-du-Rhéne Blanc Marsanne
IGP,EFF,D13,,,blanc,ROU,IGP Effervescent Bouches-du-Rhéne Blanc Roussanne
IGP,EFF,D13,,,blanc,CLA,IGP Effervescent Bouches-du-Rhéne Blanc Clairette
IGP,EFF,D13,,,blanc,MUH,IGP Effervescent Bouches-du-Rhéne Blanc Muscat de HAMBOURG
IGP,EFF,D13,,,blanc,CEP,IGP Effervescent Bouches-du-Rhéne Blanc Autre
IGP,EFF,D13,,TDC,rouge,,IGP Effervescent Bouches-du-Rhéne Terre de Camargue Rouge 
IGP,EFF,D13,,TDC,rouge,SYR,IGP Effervescent Bouches-du-Rhéne Terre de Camargue Rouge Syrah
IGP,EFF,D13,,TDC,rouge,GRN,IGP Effervescent Bouches-du-Rhéne Terre de Camargue Rouge Grenache Noir
IGP,EFF,D13,,TDC,rouge,CS,IGP Effervescent Bouches-du-Rhéne Terre de Camargue Rouge Cabernet-Sauvignon
IGP,EFF,D13,,TDC,rouge,CIN,IGP Effervescent Bouches-du-Rhéne Terre de Camargue Rouge Cinsaut
IGP,EFF,D13,,TDC,rouge,MER,IGP Effervescent Bouches-du-Rhéne Terre de Camargue Rouge Merlot
IGP,EFF,D13,,TDC,rouge,MOU,IGP Effervescent Bouches-du-Rhéne Terre de Camargue Rouge Mourvedre
IGP,EFF,D13,,TDC,rouge,MAR,IGP Effervescent Bouches-du-Rhéne Terre de Camargue Rouge Marselan
IGP,EFF,D13,,TDC,rouge,CEP,IGP Effervescent Bouches-du-Rhéne Terre de Camargue Rouge Autre
IGP,EFF,D13,,TDC,rose,,IGP Effervescent Bouches-du-Rhéne Terre de Camargue Rosé 
IGP,EFF,D13,,TDC,rose,SYR,IGP Effervescent Bouches-du-Rhéne Terre de Camargue Rosé Syrah
IGP,EFF,D13,,TDC,rose,GRN,IGP Effervescent Bouches-du-Rhéne Terre de Camargue Rosé Grenache Noir
IGP,EFF,D13,,TDC,rose,CS,IGP Effervescent Bouches-du-Rhéne Terre de Camargue Rosé Cabernet-Sauvignon
IGP,EFF,D13,,TDC,rose,CIN,IGP Effervescent Bouches-du-Rhéne Terre de Camargue Rosé Cinsaut
IGP,EFF,D13,,TDC,rose,MER,IGP Effervescent Bouches-du-Rhéne Terre de Camargue Rosé Merlot
IGP,EFF,D13,,TDC,rose,MOU,IGP Effervescent Bouches-du-Rhéne Terre de Camargue Rosé Mourvedre
IGP,EFF,D13,,TDC,rose,GRG,IGP Effervescent Bouches-du-Rhéne Terre de Camargue Rosé Grenache Gris
IGP,EFF,D13,,TDC,rose,CEP,IGP Effervescent Bouches-du-Rhéne Terre de Camargue Rosé Autre
IGP,EFF,D13,,TDC,blanc,,IGP Effervescent Bouches-du-Rhéne Terre de Camargue Blanc 
IGP,EFF,D13,,TDC,blanc,ROL,IGP Effervescent Bouches-du-Rhéne Terre de Camargue Blanc Rolle-Vermentino
IGP,EFF,D13,,TDC,blanc,CHA,IGP Effervescent Bouches-du-Rhéne Terre de Camargue Blanc Chardonnay
IGP,EFF,D13,,TDC,blanc,SAU,IGP Effervescent Bouches-du-Rhéne Terre de Camargue Blanc Sauvignon
IGP,EFF,D13,,TDC,blanc,GRB,IGP Effervescent Bouches-du-Rhéne Terre de Camargue Blanc Grenache Blanc
IGP,EFF,D13,,TDC,blanc,VIO,IGP Effervescent Bouches-du-Rhéne Terre de Camargue Blanc Viognier
IGP,EFF,D13,,TDC,blanc,MAR,IGP Effervescent Bouches-du-Rhéne Terre de Camargue Blanc Marsanne
IGP,EFF,D13,,TDC,blanc,ROU,IGP Effervescent Bouches-du-Rhéne Terre de Camargue Blanc Roussanne
IGP,EFF,D13,,TDC,blanc,CLA,IGP Effervescent Bouches-du-Rhéne Terre de Camargue Blanc Clairette
IGP,EFF,D13,,TDC,blanc,MUH,IGP Effervescent Bouches-du-Rhéne Terre de Camargue Blanc Muscat de HAMBOURG
IGP,EFF,D13,,TDC,blanc,CEP,IGP Effervescent Bouches-du-Rhéne Terre de Camargue Blanc Autre
IGP,EFF,D06,,,rouge,,IGP Effervescent Alpes Maritimes Rouge 
IGP,EFF,D06,,,rouge,SYR,IGP Effervescent Alpes Maritimes Rouge Syrah
IGP,EFF,D06,,,rouge,GRN,IGP Effervescent Alpes Maritimes Rouge Grenache Noir
IGP,EFF,D06,,,rouge,CS,IGP Effervescent Alpes Maritimes Rouge Cabernet-Sauvignon
IGP,EFF,D06,,,rouge,CIN,IGP Effervescent Alpes Maritimes Rouge Cinsaut
IGP,EFF,D06,,,rouge,MER,IGP Effervescent Alpes Maritimes Rouge Merlot
IGP,EFF,D06,,,rouge,MOU,IGP Effervescent Alpes Maritimes Rouge Mourvedre
IGP,EFF,D06,,,rouge,CEP,IGP Effervescent Alpes Maritimes Rouge Autre
IGP,EFF,D06,,,rose,,IGP Effervescent Alpes Maritimes Rosé 
IGP,EFF,D06,,,rose,SYR,IGP Effervescent Alpes Maritimes Rosé Syrah
IGP,EFF,D06,,,rose,GRN,IGP Effervescent Alpes Maritimes Rosé Grenache Noir
IGP,EFF,D06,,,rose,CS,IGP Effervescent Alpes Maritimes Rosé Cabernet-Sauvignon
IGP,EFF,D06,,,rose,CIN,IGP Effervescent Alpes Maritimes Rosé Cinsaut
IGP,EFF,D06,,,rose,MER,IGP Effervescent Alpes Maritimes Rosé Merlot
IGP,EFF,D06,,,rose,MOU,IGP Effervescent Alpes Maritimes Rosé Mourvedre
IGP,EFF,D06,,,rose,CEP,IGP Effervescent Alpes Maritimes Rosé Autre
IGP,EFF,D06,,,blanc,,IGP Effervescent Alpes Maritimes Blanc 
IGP,EFF,D06,,,blanc,ROL,IGP Effervescent Alpes Maritimes Blanc Rolle-Vermentino
IGP,EFF,D06,,,blanc,CHA,IGP Effervescent Alpes Maritimes Blanc Chardonnay
IGP,EFF,D06,,,blanc,SAU,IGP Effervescent Alpes Maritimes Blanc Sauvignon
IGP,EFF,D06,,,blanc,GRB,IGP Effervescent Alpes Maritimes Blanc Grenache Blanc
IGP,EFF,D06,,,blanc,VIO,IGP Effervescent Alpes Maritimes Blanc Viognier
IGP,EFF,D06,,,blanc,MAR,IGP Effervescent Alpes Maritimes Blanc Marsanne
IGP,EFF,D06,,,blanc,ROU,IGP Effervescent Alpes Maritimes Blanc Roussanne
IGP,EFF,D06,,,blanc,CLA,IGP Effervescent Alpes Maritimes Blanc Clairette
IGP,EFF,D06,,,blanc,CEP,IGP Effervescent Alpes Maritimes Blanc Autre
IGP,EFF,D04,,,rouge,,IGP Effervescent Alpesﾠde Haute Provence Rouge 
IGP,EFF,D04,,,rouge,SYR,IGP Effervescent Alpesﾠde Haute Provence Rouge Syrah
IGP,EFF,D04,,,rouge,GRN,IGP Effervescent Alpesﾠde Haute Provence Rouge Grenache Noir
IGP,EFF,D04,,,rouge,CS,IGP Effervescent Alpesﾠde Haute Provence Rouge Cabernet-Sauvignon
IGP,EFF,D04,,,rouge,CIN,IGP Effervescent Alpesﾠde Haute Provence Rouge Cinsaut
IGP,EFF,D04,,,rouge,MER,IGP Effervescent Alpesﾠde Haute Provence Rouge Merlot
IGP,EFF,D04,,,rouge,MOU,IGP Effervescent Alpesﾠde Haute Provence Rouge Mourvedre
IGP,EFF,D04,,,rouge,CEP,IGP Effervescent Alpesﾠde Haute Provence Rouge Autre
IGP,EFF,D04,,,rose,,IGP Effervescent Alpeséde Haute Provence Rosé 
IGP,EFF,D04,,,rose,SYR,IGP Effervescent Alpeséde Haute Provence Rosé Syrah
IGP,EFF,D04,,,rose,GRN,IGP Effervescent Alpeséde Haute Provence Rosé Grenache Noir
IGP,EFF,D04,,,rose,CS,IGP Effervescent Alpeséde Haute Provence Rosé Cabernet-Sauvignon
IGP,EFF,D04,,,rose,CIN,IGP Effervescent Alpeséde Haute Provence Rosé Cinsaut
IGP,EFF,D04,,,rose,MER,IGP Effervescent Alpeséde Haute Provence Rosé Merlot
IGP,EFF,D04,,,rose,MOU,IGP Effervescent Alpeséde Haute Provence Rosé Mourvedre
IGP,EFF,D04,,,rose,CEP,IGP Effervescent Alpeséde Haute Provence Rosé Autre
IGP,EFF,D04,,,blanc,,IGP Effervescent Alpesﾠde Haute Provence Blanc 
IGP,EFF,D04,,,blanc,ROL,IGP Effervescent Alpesﾠde Haute Provence Blanc Rolle-Vermentino
IGP,EFF,D04,,,blanc,CHA,IGP Effervescent Alpesﾠde Haute Provence Blanc Chardonnay
IGP,EFF,D04,,,blanc,SAU,IGP Effervescent Alpesﾠde Haute Provence Blanc Sauvignon
IGP,EFF,D04,,,blanc,GRB,IGP Effervescent Alpesﾠde Haute Provence Blanc Grenache Blanc
IGP,EFF,D04,,,blanc,VIO,IGP Effervescent Alpesﾠde Haute Provence Blanc Viognier
IGP,EFF,D04,,,blanc,MAR,IGP Effervescent Alpesﾠde Haute Provence Blanc Marsanne
IGP,EFF,D04,,,blanc,ROU,IGP Effervescent Alpesﾠde Haute Provence Blanc Roussanne
IGP,EFF,D04,,,blanc,MPG,IGP Effervescent Alpeséde Haute Provence Blanc Muscat é petits grains
IGP,EFF,D04,,,blanc,CEP,IGP Effervescent Alpesﾠde Haute Provence Blanc Autre
IGP,EFF,ALP,,,rouge,,IGP Effervescent Alpilles Rouge 
IGP,EFF,ALP,,,rouge,SYR,IGP Effervescent Alpilles Rouge Syrah
IGP,EFF,ALP,,,rouge,GRN,IGP Effervescent Alpilles Rouge Grenache Noir
IGP,EFF,ALP,,,rouge,CS,IGP Effervescent Alpilles Rouge Cabernet-Sauvignon
IGP,EFF,ALP,,,rouge,CIN,IGP Effervescent Alpilles Rouge Cinsaut
IGP,EFF,ALP,,,rouge,MER,IGP Effervescent Alpilles Rouge Merlot
IGP,EFF,ALP,,,rouge,MOU,IGP Effervescent Alpilles Rouge Mourvedre
IGP,EFF,ALP,,,rouge,MAR,IGP Effervescent Alpilles Rouge Marselan
IGP,EFF,ALP,,,rouge,CEP,IGP Effervescent Alpilles Rouge Autre
IGP,EFF,ALP,,,rose,,IGP Effervescent Alpilles Rosé 
IGP,EFF,ALP,,,rose,SYR,IGP Effervescent Alpilles Rosé Syrah
IGP,EFF,ALP,,,rose,GRN,IGP Effervescent Alpilles Rosé Grenache Noir
IGP,EFF,ALP,,,rose,CS,IGP Effervescent Alpilles Rosé Cabernet-Sauvignon
IGP,EFF,ALP,,,rose,CIN,IGP Effervescent Alpilles Rosé Cinsaut
IGP,EFF,ALP,,,rose,MER,IGP Effervescent Alpilles Rosé Merlot
IGP,EFF,ALP,,,rose,MOU,IGP Effervescent Alpilles Rosé Mourvedre
IGP,EFF,ALP,,,rose,GRG,IGP Effervescent Alpilles Rosé Grenache Gris
IGP,EFF,ALP,,,rose,CEP,IGP Effervescent Alpilles Rosé Autre
IGP,EFF,ALP,,,blanc,ROL,IGP Effervescent Alpilles Blanc Rolle-Vermentino
IGP,EFF,ALP,,,blanc,CHA,IGP Effervescent Alpilles Blanc Chardonnay
IGP,EFF,ALP,,,blanc,SAU,IGP Effervescent Alpilles Blanc Sauvignon
IGP,EFF,ALP,,,blanc,GRB,IGP Effervescent Alpilles Blanc Grenache Blanc
IGP,EFF,ALP,,,blanc,VIO,IGP Effervescent Alpilles Blanc Viognier
IGP,EFF,ALP,,,blanc,MAR,IGP Effervescent Alpilles Blanc Marsanne
IGP,EFF,ALP,,,blanc,ROU,IGP Effervescent Alpilles Blanc Roussanne
IGP,EFF,ALP,,,blanc,CLA,IGP Effervescent Alpilles Blanc Clairette
IGP,EFF,ALP,,,blanc,MUH,IGP Effervescent Alpilles Blanc Muscat de HAMBOURG
IGP,EFF,ALP,,,blanc,CEP,IGP Effervescent Alpilles Blanc Autre
IGP,EFF,ALP,,,blanc,,IGP Effervescent Alpilles Blanc 
IGP,EFF,D83,,,rouge,,IGP Effervescent Var Rouge 
IGP,EFF,D83,,,rouge,SYR,IGP Effervescent Var Rouge Syrah
IGP,EFF,D83,,,rouge,GRN,IGP Effervescent Var Rouge Grenache Noir
IGP,EFF,D83,,,rouge,CS,IGP Effervescent Var Rouge Cabernet-Sauvignon
IGP,EFF,D83,,,rouge,CIN,IGP Effervescent Var Rouge Cinsaut
IGP,EFF,D83,,,rouge,MER,IGP Effervescent Var Rouge Merlot
IGP,EFF,D83,,,rouge,MOU,IGP Effervescent Var Rouge Mourvedre
IGP,EFF,D83,,,rouge,CEP,IGP Effervescent Var Rouge Autre
IGP,EFF,D83,,,rose,,IGP Effervescent Var Rosé 
IGP,EFF,D83,,,rose,SYR,IGP Effervescent Var Rosé Syrah
IGP,EFF,D83,,,rose,GRN,IGP Effervescent Var Rosé Grenache Noir
IGP,EFF,D83,,,rose,CS,IGP Effervescent Var Rosé Cabernet-Sauvignon
IGP,EFF,D83,,,rose,CIN,IGP Effervescent Var Rosé Cinsaut
IGP,EFF,D83,,,rose,MER,IGP Effervescent Var Rosé Merlot
IGP,EFF,D83,,,rose,MOU,IGP Effervescent Var Rosé Mourvedre
IGP,EFF,D83,,,rose,CEP,IGP Effervescent Var Rosé Autre
IGP,EFF,D83,,,blanc,,IGP Effervescent Var Blanc 
IGP,EFF,D83,,,blanc,ROL,IGP Effervescent Var Blanc Rolle-Vermentino
IGP,EFF,D83,,,blanc,CHA,IGP Effervescent Var Blanc Chardonnay
IGP,EFF,D83,,,blanc,SAU,IGP Effervescent Var Blanc Sauvignon
IGP,EFF,D83,,,blanc,GRB,IGP Effervescent Var Blanc Grenache Blanc
IGP,EFF,D83,,,blanc,VIO,IGP Effervescent Var Blanc Viognier
IGP,EFF,D83,,,blanc,MAR,IGP Effervescent Var Blanc Marsanne
IGP,EFF,D83,,,blanc,ROU,IGP Effervescent Var Blanc Roussanne
IGP,EFF,D83,,,blanc,CLA,IGP Effervescent Var Blanc Clairette
IGP,EFF,D83,,,blanc,CEP,IGP Effervescent Var Blanc Autre
IGP,EFF,D83,,ARG,rouge,,IGP Effervescent Var Argens Rouge 
IGP,EFF,D83,,ARG,rouge,SYR,IGP Effervescent Var Argens Rouge Syrah
IGP,EFF,D83,,ARG,rouge,GRN,IGP Effervescent Var Argens Rouge Grenache Noir
IGP,EFF,D83,,ARG,rouge,CS,IGP Effervescent Var Argens Rouge Cabernet-Sauvignon
IGP,EFF,D83,,ARG,rouge,CIN,IGP Effervescent Var Argens Rouge Cinsaut
IGP,EFF,D83,,ARG,rouge,MER,IGP Effervescent Var Argens Rouge Merlot
IGP,EFF,D83,,ARG,rouge,MOU,IGP Effervescent Var Argens Rouge Mourvedre
IGP,EFF,D83,,ARG,rouge,CEP,IGP Effervescent Var Argens Rouge Autre
IGP,EFF,D83,,ARG,rose,,IGP Effervescent Var Argens Rosé 
IGP,EFF,D83,,ARG,rose,SYR,IGP Effervescent Var Argens Rosé Syrah
IGP,EFF,D83,,ARG,rose,GRN,IGP Effervescent Var Argens Rosé Grenache Noir
IGP,EFF,D83,,ARG,rose,CS,IGP Effervescent Var Argens Rosé Cabernet-Sauvignon
IGP,EFF,D83,,ARG,rose,CIN,IGP Effervescent Var Argens Rosé Cinsaut
IGP,EFF,D83,,ARG,rose,MER,IGP Effervescent Var Argens Rosé Merlot
IGP,EFF,D83,,ARG,rose,MOU,IGP Effervescent Var Argens Rosé Mourvedre
IGP,EFF,D83,,ARG,rose,CEP,IGP Effervescent Var Argens Rosé Autre
IGP,EFF,D83,,ARG,blanc,,IGP Effervescent Var Argens Blanc 
IGP,EFF,D83,,ARG,blanc,ROL,IGP Effervescent Var Argens Blanc Rolle-Vermentino
IGP,EFF,D83,,ARG,blanc,CHA,IGP Effervescent Var Argens Blanc Chardonnay
IGP,EFF,D83,,ARG,blanc,SAU,IGP Effervescent Var Argens Blanc Sauvignon
IGP,EFF,D83,,ARG,blanc,GRB,IGP Effervescent Var Argens Blanc Grenache Blanc
IGP,EFF,D83,,ARG,blanc,VIO,IGP Effervescent Var Argens Blanc Viognier
IGP,EFF,D83,,ARG,blanc,MAR,IGP Effervescent Var Argens Blanc Marsanne
IGP,EFF,D83,,ARG,blanc,ROU,IGP Effervescent Var Argens Blanc Roussanne
IGP,EFF,D83,,ARG,blanc,CLA,IGP Effervescent Var Argens Blanc Clairette
IGP,EFF,D83,,ARG,blanc,CEP,IGP Effervescent Var Argens Blanc Autre
IGP,EFF,D83,,CV,rouge,,IGP Effervescent Var Coteaux du Verdon Rouge 
IGP,EFF,D83,,CV,rouge,SYR,IGP Effervescent Var Coteaux du Verdon Rouge Syrah
IGP,EFF,D83,,CV,rouge,GRN,IGP Effervescent Var Coteaux du Verdon Rouge Grenache Noir
IGP,EFF,D83,,CV,rouge,CS,IGP Effervescent Var Coteaux du Verdon Rouge Cabernet-Sauvignon
IGP,EFF,D83,,CV,rouge,CIN,IGP Effervescent Var Coteaux du Verdon Rouge Cinsaut
IGP,EFF,D83,,CV,rouge,MER,IGP Effervescent Var Coteaux du Verdon Rouge Merlot
IGP,EFF,D83,,CV,rouge,MOU,IGP Effervescent Var Coteaux du Verdon Rouge Mourvedre
IGP,EFF,D83,,CV,rouge,CEP,IGP Effervescent Var Coteaux du Verdon Rouge Autre
IGP,EFF,D83,,CV,rose,,IGP Effervescent Var Coteaux du Verdon Rosé 
IGP,EFF,D83,,CV,rose,SYR,IGP Effervescent Var Coteaux du Verdon Rosé Syrah
IGP,EFF,D83,,CV,rose,GRN,IGP Effervescent Var Coteaux du Verdon Rosé Grenache Noir
IGP,EFF,D83,,CV,rose,CS,IGP Effervescent Var Coteaux du Verdon Rosé Cabernet-Sauvignon
IGP,EFF,D83,,CV,rose,CIN,IGP Effervescent Var Coteaux du Verdon Rosé Cinsaut
IGP,EFF,D83,,CV,rose,MER,IGP Effervescent Var Coteaux du Verdon Rosé Merlot
IGP,EFF,D83,,CV,rose,MOU,IGP Effervescent Var Coteaux du Verdon Rosé Mourvedre
IGP,EFF,D83,,CV,rose,CEP,IGP Effervescent Var Coteaux du Verdon Rosé Autre
IGP,EFF,D83,,CV,blanc,,IGP Effervescent Var Coteaux du Verdon Blanc 
IGP,EFF,D83,,CV,blanc,ROL,IGP Effervescent Var Coteaux du Verdon Blanc Rolle-Vermentino
IGP,EFF,D83,,CV,blanc,CHA,IGP Effervescent Var Coteaux du Verdon Blanc Chardonnay
IGP,EFF,D83,,CV,blanc,SAU,IGP Effervescent Var Coteaux du Verdon Blanc Sauvignon
IGP,EFF,D83,,CV,blanc,GRB,IGP Effervescent Var Coteaux du Verdon Blanc Grenache Blanc
IGP,EFF,D83,,CV,blanc,VIO,IGP Effervescent Var Coteaux du Verdon Blanc Viognier
IGP,EFF,D83,,CV,blanc,MAR,IGP Effervescent Var Coteaux du Verdon Blanc Marsanne
IGP,EFF,D83,,CV,blanc,ROU,IGP Effervescent Var Coteaux du Verdon Blanc Roussanne
IGP,EFF,D83,,CV,blanc,CLA,IGP Effervescent Var Coteaux du Verdon Blanc Clairette
IGP,EFF,D83,,CV,blanc,CEP,IGP Effervescent Var Coteaux du Verdon Blanc Autre
IGP,EFF,D83,,SBA,rouge,,IGP Effervescent Var Sainte Baume Rouge 
IGP,EFF,D83,,SBA,rouge,SYR,IGP Effervescent Var Sainte Baume Rouge Syrah
IGP,EFF,D83,,SBA,rouge,GRN,IGP Effervescent Var Sainte Baume Rouge Grenache Noir
IGP,EFF,D83,,SBA,rouge,CS,IGP Effervescent Var Sainte Baume Rouge Cabernet-Sauvignon
IGP,EFF,D83,,SBA,rouge,CIN,IGP Effervescent Var Sainte Baume Rouge Cinsaut
IGP,EFF,D83,,SBA,rouge,MER,IGP Effervescent Var Sainte Baume Rouge Merlot
IGP,EFF,D83,,SBA,rouge,MOU,IGP Effervescent Var Sainte Baume Rouge Mourvedre
IGP,EFF,D83,,SBA,rouge,CEP,IGP Effervescent Var Sainte Baume Rouge Autre
IGP,EFF,D83,,SBA,rose,,IGP Effervescent Var Sainte Baume Rosé 
IGP,EFF,D83,,SBA,rose,SYR,IGP Effervescent Var Sainte Baume Rosé Syrah
IGP,EFF,D83,,SBA,rose,GRN,IGP Effervescent Var Sainte Baume Rosé Grenache Noir
IGP,EFF,D83,,SBA,rose,CS,IGP Effervescent Var Sainte Baume Rosé Cabernet-Sauvignon
IGP,EFF,D83,,SBA,rose,CIN,IGP Effervescent Var Sainte Baume Rosé Cinsaut
IGP,EFF,D83,,SBA,rose,MER,IGP Effervescent Var Sainte Baume Rosé Merlot
IGP,EFF,D83,,SBA,rose,MOU,IGP Effervescent Var Sainte Baume Rosé Mourvedre
IGP,EFF,D83,,SBA,rose,CEP,IGP Effervescent Var Sainte Baume Rosé Autre
IGP,EFF,D83,,SBA,blanc,,IGP Effervescent Var Sainte Baume Blanc 
IGP,EFF,D83,,SBA,blanc,ROL,IGP Effervescent Var Sainte Baume Blanc Rolle-Vermentino
IGP,EFF,D83,,SBA,blanc,CHA,IGP Effervescent Var Sainte Baume Blanc Chardonnay
IGP,EFF,D83,,SBA,blanc,SAU,IGP Effervescent Var Sainte Baume Blanc Sauvignon
IGP,EFF,D83,,SBA,blanc,GRB,IGP Effervescent Var Sainte Baume Blanc Grenache Blanc
IGP,EFF,D83,,SBA,blanc,VIO,IGP Effervescent Var Sainte Baume Blanc Viognier
IGP,EFF,D83,,SBA,blanc,MAR,IGP Effervescent Var Sainte Baume Blanc Marsanne
IGP,EFF,D83,,SBA,blanc,ROU,IGP Effervescent Var Sainte Baume Blanc Roussanne
IGP,EFF,D83,,SBA,blanc,CLA,IGP Effervescent Var Sainte Baume Blanc Clairette
IGP,EFF,D83,,SBA,blanc,CEP,IGP Effervescent Var Sainte Baume Blanc Autre
IGP,EFF,D83,,MAU,rouge,,IGP Effervescent Var Maures Rouge 
IGP,EFF,D83,,MAU,rouge,SYR,IGP Effervescent Var Maures Rouge Syrah
IGP,EFF,D83,,MAU,rouge,GRN,IGP Effervescent Var Maures Rouge Grenache Noir
IGP,EFF,D83,,MAU,rouge,CS,IGP Effervescent Var Maures Rouge Cabernet-Sauvignon
IGP,EFF,D83,,MAU,rouge,CIN,IGP Effervescent Var Maures Rouge Cinsaut
IGP,EFF,D83,,MAU,rouge,MER,IGP Effervescent Var Maures Rouge Merlot
IGP,EFF,D83,,MAU,rouge,MOU,IGP Effervescent Var Maures Rouge Mourvedre
IGP,EFF,D83,,MAU,rouge,CEP,IGP Effervescent Var Maures Rouge Autre
IGP,EFF,D83,,MAU,rose,,IGP Effervescent Var Maures Rosé 
IGP,EFF,D83,,MAU,rose,SYR,IGP Effervescent Var Maures Rosé Syrah
IGP,EFF,D83,,MAU,rose,GRN,IGP Effervescent Var Maures Rosé Grenache Noir
IGP,EFF,D83,,MAU,rose,CS,IGP Effervescent Var Maures Rosé Cabernet-Sauvignon
IGP,EFF,D83,,MAU,rose,CIN,IGP Effervescent Var Maures Rosé Cinsaut
IGP,EFF,D83,,MAU,rose,MER,IGP Effervescent Var Maures Rosé Merlot
IGP,EFF,D83,,MAU,rose,MOU,IGP Effervescent Var Maures Rosé Mourvedre
IGP,EFF,D83,,MAU,rose,CEP,IGP Effervescent Var Maures Rosé Autre
IGP,EFF,D83,,MAU,blanc,,IGP Effervescent Var Maures Blanc 
IGP,EFF,D83,,MAU,blanc,ROL,IGP Effervescent Var Maures Blanc Rolle-Vermentino
IGP,EFF,D83,,MAU,blanc,CHA,IGP Effervescent Var Maures Blanc Chardonnay
IGP,EFF,D83,,MAU,blanc,SAU,IGP Effervescent Var Maures Blanc Sauvignon
IGP,EFF,D83,,MAU,blanc,GRB,IGP Effervescent Var Maures Blanc Grenache Blanc
IGP,EFF,D83,,MAU,blanc,VIO,IGP Effervescent Var Maures Blanc Viognier
IGP,EFF,D83,,MAU,blanc,MAR,IGP Effervescent Var Maures Blanc Marsanne
IGP,EFF,D83,,MAU,blanc,ROU,IGP Effervescent Var Maures Blanc Roussanne
IGP,EFF,D83,,MAU,blanc,CLA,IGP Effervescent Var Maures Blanc Clairette
IGP,EFF,D83,,MAU,blanc,CEP,IGP Effervescent Var Maures Blanc Autre
IGP,EFF,D83,,MCA,rouge,,IGP Effervescent Var Mont Caume Rouge 
IGP,EFF,D83,,MCA,rouge,SYR,IGP Effervescent Var Mont Caume Rouge Syrah
IGP,EFF,D83,,MCA,rouge,GRN,IGP Effervescent Var Mont Caume Rouge Grenache Noir
IGP,EFF,D83,,MCA,rouge,CS,IGP Effervescent Var Mont Caume Rouge Cabernet-Sauvignon
